file_path,filename,crop,condition_type,disease_name,scientific_name,canonical_id,class_index,source,domain,split
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/aa04b9b8-28e8-4dcb-bbff-8d86ec6168a1___FREC_Pwd.M 4782.JPG,aa04b9b8-28e8-4dcb-bbff-8d86ec6168a1___FREC_Pwd.M 4782.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/7054a175-341f-47e7-b948-1db7dd713ff1___FREC_Pwd.M 4605.JPG,7054a175-341f-47e7-b948-1db7dd713ff1___FREC_Pwd.M 4605.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/4b2f2df6-06e4-46c2-9c45-268ddbea8477___FREC_Pwd.M 0375.JPG,4b2f2df6-06e4-46c2-9c45-268ddbea8477___FREC_Pwd.M 0375.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/f9dfbedf-66b4-4493-9ce9-6f6aca0cb152___FREC_Pwd.M 4926.JPG,f9dfbedf-66b4-4493-9ce9-6f6aca0cb152___FREC_Pwd.M 4926.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/d13c2c1a-618f-4dcc-9708-545005602e36___FREC_Pwd.M 4641.JPG,d13c2c1a-618f-4dcc-9708-545005602e36___FREC_Pwd.M 4641.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/ec7d2584-a9f6-46b5-b9ff-0e87688d0020___FREC_Pwd.M 5119.JPG,ec7d2584-a9f6-46b5-b9ff-0e87688d0020___FREC_Pwd.M 5119.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/341d8850-26e0-4ac5-a560-da2be3fc4b24___FREC_Pwd.M 0349.JPG,341d8850-26e0-4ac5-a560-da2be3fc4b24___FREC_Pwd.M 0349.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/4d2cc486-e10c-453c-a095-9b7eb48790a8___FREC_Pwd.M 0415.JPG,4d2cc486-e10c-453c-a095-9b7eb48790a8___FREC_Pwd.M 0415.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/c327e44c-a0df-4811-89da-af4a761aeefb___FREC_Pwd.M 0380.JPG,c327e44c-a0df-4811-89da-af4a761aeefb___FREC_Pwd.M 0380.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/a2bf26c3-9f0b-4b47-be11-ab058cc9a133___FREC_Pwd.M 5165.JPG,a2bf26c3-9f0b-4b47-be11-ab058cc9a133___FREC_Pwd.M 5165.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/f2195961-ff27-4628-a344-72aae1d750b4___FREC_Pwd.M 4476.JPG,f2195961-ff27-4628-a344-72aae1d750b4___FREC_Pwd.M 4476.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/f8dd4a75-9b51-4d3a-8774-817bff84b1a7___FREC_Pwd.M 0570.JPG,f8dd4a75-9b51-4d3a-8774-817bff84b1a7___FREC_Pwd.M 0570.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/c343369f-d705-4274-a55a-7fdefed948f7___FREC_Pwd.M 0386.JPG,c343369f-d705-4274-a55a-7fdefed948f7___FREC_Pwd.M 0386.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/118a7aef-6492-4375-b41d-d62680433797___FREC_Pwd.M 4863.JPG,118a7aef-6492-4375-b41d-d62680433797___FREC_Pwd.M 4863.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/f4c7b253-a8f2-4c9d-8eae-78afa364b30a___FREC_Pwd.M 5092.JPG,f4c7b253-a8f2-4c9d-8eae-78afa364b30a___FREC_Pwd.M 5092.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/c12ef0fd-7f67-4589-986a-31c0332bfa38___FREC_Pwd.M 4602.JPG,c12ef0fd-7f67-4589-986a-31c0332bfa38___FREC_Pwd.M 4602.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/6a221f6f-ab5e-4c89-960e-b59e0bed138c___FREC_Pwd.M 5134.JPG,6a221f6f-ab5e-4c89-960e-b59e0bed138c___FREC_Pwd.M 5134.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/a928b766-fc8f-4329-89ab-3c2d3d57a5bd___FREC_Pwd.M 4751.JPG,a928b766-fc8f-4329-89ab-3c2d3d57a5bd___FREC_Pwd.M 4751.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/460f7421-98c2-4477-b10b-88341b71f4f8___FREC_Pwd.M 0579.JPG,460f7421-98c2-4477-b10b-88341b71f4f8___FREC_Pwd.M 0579.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/af17d4b3-3193-4f16-9449-28cd5a204499___FREC_Pwd.M 5058.JPG,af17d4b3-3193-4f16-9449-28cd5a204499___FREC_Pwd.M 5058.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/177ebecc-dcdc-4d9f-8949-cb47b4473730___FREC_Pwd.M 4709.JPG,177ebecc-dcdc-4d9f-8949-cb47b4473730___FREC_Pwd.M 4709.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/61a751d7-e1fe-433a-b86e-00febef2bb7e___FREC_Pwd.M 4945.JPG,61a751d7-e1fe-433a-b86e-00febef2bb7e___FREC_Pwd.M 4945.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/a00c665f-2c4b-42b1-9e36-a77a129c79da___FREC_Pwd.M 0301.JPG,a00c665f-2c4b-42b1-9e36-a77a129c79da___FREC_Pwd.M 0301.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/4e716573-bcb1-4c3c-97c3-3d4062f893b4___FREC_Pwd.M 4652.JPG,4e716573-bcb1-4c3c-97c3-3d4062f893b4___FREC_Pwd.M 4652.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/6d3cf9a5-37ab-41e6-b786-4ba6e245560a___FREC_Pwd.M 0521.JPG,6d3cf9a5-37ab-41e6-b786-4ba6e245560a___FREC_Pwd.M 0521.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/78a912be-4a06-43c3-ac79-876b1a0f7c9f___FREC_Pwd.M 5072.JPG,78a912be-4a06-43c3-ac79-876b1a0f7c9f___FREC_Pwd.M 5072.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/85447316-1260-4088-9121-3b1d69c533f1___FREC_Pwd.M 5141.JPG,85447316-1260-4088-9121-3b1d69c533f1___FREC_Pwd.M 5141.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/77e3b2c2-5e50-467f-b081-91a84f9d6436___FREC_Pwd.M 0258.JPG,77e3b2c2-5e50-467f-b081-91a84f9d6436___FREC_Pwd.M 0258.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/2098320d-1c84-4513-9deb-1b95a48b4a73___FREC_Pwd.M 0243.JPG,2098320d-1c84-4513-9deb-1b95a48b4a73___FREC_Pwd.M 0243.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/fbc52151-4c04-430b-a188-a03b17d93d0d___FREC_Pwd.M 0266.JPG,fbc52151-4c04-430b-a188-a03b17d93d0d___FREC_Pwd.M 0266.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___Powdery_mildew/f5ed7117-153e-4e4a-a466-297bdbd1bf37___FREC_Pwd.M 4787.JPG,f5ed7117-153e-4e4a-a466-297bdbd1bf37___FREC_Pwd.M 4787.JPG,cherry,fungal,Powdery Mildew,Podosphaera clandestina,cherry__fungal__powdery_mildew,5,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/3d1e2c32-fcbb-4864-9a32-105954683226___JR_HL 9656.JPG,3d1e2c32-fcbb-4864-9a32-105954683226___JR_HL 9656.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/0f586b94-6c22-4cd7-8c47-4376c4d88226___JR_HL 9560.JPG,0f586b94-6c22-4cd7-8c47-4376c4d88226___JR_HL 9560.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/ecf911e8-82ab-437b-b3a9-61ee8429e3ba___JR_HL 9705.JPG,ecf911e8-82ab-437b-b3a9-61ee8429e3ba___JR_HL 9705.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/705108ce-01cc-4bf5-b92b-bdd4dfd3cabd___JR_HL 4001.JPG,705108ce-01cc-4bf5-b92b-bdd4dfd3cabd___JR_HL 4001.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/04fa77f5-efe7-4956-b8b0-d446aea2f197___JR_HL 4031.JPG,04fa77f5-efe7-4956-b8b0-d446aea2f197___JR_HL 4031.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/15ad69af-6eeb-4c2e-a917-7e0797e5b947___JR_HL 9611.JPG,15ad69af-6eeb-4c2e-a917-7e0797e5b947___JR_HL 9611.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/90546341-6ac6-434c-8cb4-ec2e1a0e515e___JR_HL 9448.JPG,90546341-6ac6-434c-8cb4-ec2e1a0e515e___JR_HL 9448.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/feee45d9-e66f-499f-8ca9-e76881aa10ab___JR_HL 9756.JPG,feee45d9-e66f-499f-8ca9-e76881aa10ab___JR_HL 9756.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/c9518107-c997-422c-bfba-62d93fbd6dce___JR_HL 4307.JPG,c9518107-c997-422c-bfba-62d93fbd6dce___JR_HL 4307.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/0f41f03c-9119-4c35-8817-049fe34453a1___JR_HL 3920.JPG,0f41f03c-9119-4c35-8817-049fe34453a1___JR_HL 3920.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/25140b1a-d1c0-4ac1-866b-fbe396d2ae08___JR_HL 9855.JPG,25140b1a-d1c0-4ac1-866b-fbe396d2ae08___JR_HL 9855.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/930dcafe-e657-48a0-a4d5-78b145b63287___JR_HL 9521.JPG,930dcafe-e657-48a0-a4d5-78b145b63287___JR_HL 9521.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/ae37e198-d496-4b5e-acfd-d0c29a3d2317___JR_HL 4235.JPG,ae37e198-d496-4b5e-acfd-d0c29a3d2317___JR_HL 4235.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/bacb46de-7443-49ff-a0d9-c5b60a83f2c0___JR_HL 4256.JPG,bacb46de-7443-49ff-a0d9-c5b60a83f2c0___JR_HL 4256.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/80bdbf48-7285-4c38-981b-7f754cd99834___JR_HL 4138.JPG,80bdbf48-7285-4c38-981b-7f754cd99834___JR_HL 4138.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/546768e6-1a6b-4489-85e7-1fa6e87072d3___JR_HL 3931.JPG,546768e6-1a6b-4489-85e7-1fa6e87072d3___JR_HL 3931.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/5d5da033-6b0a-4940-b0d9-3e44184fa7cc___JR_HL 4301.JPG,5d5da033-6b0a-4940-b0d9-3e44184fa7cc___JR_HL 4301.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/743fc494-32e8-4729-af9c-679a3870922e___JR_HL 9540.JPG,743fc494-32e8-4729-af9c-679a3870922e___JR_HL 9540.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/ee08caf8-fa0d-4a79-bb2e-5399197d01e4___JR_HL 4279.JPG,ee08caf8-fa0d-4a79-bb2e-5399197d01e4___JR_HL 4279.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/6aa34cd7-a976-4cd5-9ec4-580f622d4de7___JR_HL 9558.JPG,6aa34cd7-a976-4cd5-9ec4-580f622d4de7___JR_HL 9558.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/b5eee43f-ca96-4ff2-bff8-b82cae4e06fb___JR_HL 4245.JPG,b5eee43f-ca96-4ff2-bff8-b82cae4e06fb___JR_HL 4245.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/77a60cfe-685b-43f7-954f-8f74494b1017___JR_HL 9566.JPG,77a60cfe-685b-43f7-954f-8f74494b1017___JR_HL 9566.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/17ced140-3575-471d-9a52-9d37a9e4fccd___JR_HL 4266.JPG,17ced140-3575-471d-9a52-9d37a9e4fccd___JR_HL 4266.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/d0afde99-1940-4a55-94da-dfbba13d20f6___JR_HL 4249.JPG,d0afde99-1940-4a55-94da-dfbba13d20f6___JR_HL 4249.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/0a68b3a9-e38f-45b5-8664-9c60e557a41d___JR_HL 9511.JPG,0a68b3a9-e38f-45b5-8664-9c60e557a41d___JR_HL 9511.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/ccb0e9ab-f7d0-4a63-9ab3-d1653a807f09___JR_HL 3946.JPG,ccb0e9ab-f7d0-4a63-9ab3-d1653a807f09___JR_HL 3946.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/69f4388a-774e-450b-88ae-40e21ebe18d9___JR_HL 4040.JPG,69f4388a-774e-450b-88ae-40e21ebe18d9___JR_HL 4040.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/6383ba62-2f58-4bf0-89f0-9a9159c25aad___JR_HL 9431.JPG,6383ba62-2f58-4bf0-89f0-9a9159c25aad___JR_HL 9431.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/1ad70b05-1981-44fa-8277-6ca5276ee1c2___JR_HL 3935.JPG,1ad70b05-1981-44fa-8277-6ca5276ee1c2___JR_HL 3935.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/a52d2bbc-f555-408e-a5e4-1d685e5f350e___JR_HL 9881 copy.JPG,a52d2bbc-f555-408e-a5e4-1d685e5f350e___JR_HL 9881 copy.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/ea80c972-f1d3-43d5-86e1-8782988c6d02___JR_HL 9695.JPG,ea80c972-f1d3-43d5-86e1-8782988c6d02___JR_HL 9695.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/a5aafeac-4d2f-4bd2-835e-79506ec7e458___JR_HL 4228.JPG,a5aafeac-4d2f-4bd2-835e-79506ec7e458___JR_HL 4228.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/2afe03f3-388d-4212-98f6-d40bf703deea___JR_HL 9872.JPG,2afe03f3-388d-4212-98f6-d40bf703deea___JR_HL 9872.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/41bc3cc1-3d62-4829-ae39-0cf0efb5b1dd___JR_HL 3969.JPG,41bc3cc1-3d62-4829-ae39-0cf0efb5b1dd___JR_HL 3969.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/6ae3fb47-fad5-4167-b106-782bc5ef68d6___JR_HL 9513.JPG,6ae3fb47-fad5-4167-b106-782bc5ef68d6___JR_HL 9513.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/c64db855-ec89-47dd-bde3-245b122387d4___JR_HL 4170.JPG,c64db855-ec89-47dd-bde3-245b122387d4___JR_HL 4170.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/0c104a65-d734-45f5-98a1-621825705add___JR_HL 9478.JPG,0c104a65-d734-45f5-98a1-621825705add___JR_HL 9478.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/77df2a22-77fe-4617-83c4-f37e1776e225___JR_HL 9665.JPG,77df2a22-77fe-4617-83c4-f37e1776e225___JR_HL 9665.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/a2355a52-d185-4cd6-93db-89b701b2b51c___JR_HL 4088.JPG,a2355a52-d185-4cd6-93db-89b701b2b51c___JR_HL 4088.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/e97b5080-6218-4090-a227-dbabab0923da___JR_HL 9598.JPG,e97b5080-6218-4090-a227-dbabab0923da___JR_HL 9598.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/27e2013d-3a3d-447c-b4c6-92ca1d3ed03d___JR_HL 9891.JPG,27e2013d-3a3d-447c-b4c6-92ca1d3ed03d___JR_HL 9891.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/bf769ea1-b993-43bb-9f24-07e1d9270d5a___JR_HL 9440.JPG,bf769ea1-b993-43bb-9f24-07e1d9270d5a___JR_HL 9440.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/9947a427-6424-4ea8-9ddd-48f9e4d9cc03___JR_HL 9546.JPG,9947a427-6424-4ea8-9ddd-48f9e4d9cc03___JR_HL 9546.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/dc8ada8f-338c-4428-8878-b3d91f038374___JR_HL 9545.JPG,dc8ada8f-338c-4428-8878-b3d91f038374___JR_HL 9545.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/e784cda7-7006-44e5-9578-43b6b26fa4b6___JR_HL 4043.JPG,e784cda7-7006-44e5-9578-43b6b26fa4b6___JR_HL 4043.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/5b5f4c1d-58d5-42d2-9802-6d471119bd8f___JR_HL 9787.JPG,5b5f4c1d-58d5-42d2-9802-6d471119bd8f___JR_HL 9787.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
cv/datasets/raw/plantvillage/raw/color/Cherry_(including_sour)___healthy/a5f22940-d3e6-4ee0-84d1-be2110614d4a___JR_HL 9763.JPG,a5f22940-d3e6-4ee0-84d1-be2110614d4a___JR_HL 9763.JPG,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantvillage_lab,lab,test
